filename,wordcount,valence_min,valence_max,valence_avg,valence_std,extremity_min,extremity_max,extremity_avg,extremity_std,extremity_min_pos,extremity_max_pos,extremity_avg_pos,extremity_std_pos,extremity_min_neg,extremity_max_neg,extremity_avg_neg,extremity_std_neg,extremity_PosMinNeg,emotionality_min,emotionality_max,emotionality_avg,emotionality_std,emotionality_min_pos,emotionality_max_pos,emotionality_avg_pos,emotionality_std_pos,emotionality_min_neg,emotionality_max_neg,emotionality_avg_neg,emotionality_std_neg,emotionality_PosMinNeg,count_unique_evaluative_pos,count_total_evaluative_pos,count_unique_evaluative_neg,count_total_evaluative_neg,count_unique_evaluative,count_total_evaluative,count_evaluative_PosMinNeg,ambivalent,pos_dichotomous,certainty_min,certainty_max,certainty_avg,certainty_std,count_unique_certainty,count_total_certainty
article_035.txt,1168,0.59,8.27,4.04,2.882,0.7,3.91,2.671,1.034,0.7,3.77,2.542,1.149,0.79,3.91,2.77,0.973,-0.228,2.59,8.26,5.598,1.598,2.59,8.26,5.927,1.632,3.04,7.72,5.345,1.589,0.582,8,10,9,13,17,23,-3,1,,1,8.28,6.224,1.559,38,46
article_036.txt,1517,0.5,8.14,4.338,2.851,0.83,4,2.678,0.856,1.85,3.64,2.702,0.573,0.83,4,2.657,1.064,0.044,1.19,8,4.27,1.935,1.66,7.47,4.353,1.77,1.19,8,4.199,2.127,0.154,12,13,11,15,23,28,-2,1,,1.24,8.35,6.189,1.455,43,57
article_037.txt,3041,0.76,8.44,5.14,2.835,0.18,3.94,2.716,0.961,0.18,3.94,2.778,0.957,0.22,3.74,2.623,0.986,0.155,1.19,6.21,4.015,1.433,1.68,5.8,3.8,1.311,1.19,6.21,4.344,1.582,-0.544,19,29,18,19,37,48,10,1,,0.73,8.46,5.859,1.476,81,99
article_038.txt,2936,0.76,8.44,4.343,2.604,0.07,3.94,2.412,0.916,0.7,3.94,2.506,0.971,0.07,3.74,2.336,0.883,0.17,1.19,7.72,4.14,1.57,1.68,6.42,4.079,1.651,1.19,7.72,4.19,1.537,-0.11,15,18,20,22,35,40,-4,1,,1.92,8.46,6.217,1.48,83,108
article_039.txt,1268,0.48,8.45,4.456,3.16,0.75,4.02,2.982,0.876,2.06,3.95,3.164,0.664,0.75,4.02,2.825,1.022,0.339,1.19,7.66,4.837,1.525,2.52,6.15,4.744,1.039,1.19,7.66,4.918,1.882,-0.174,11,13,12,15,23,28,-2,1,,1.92,8.07,6.39,1.268,42,52
article_040.txt,1430,0.73,7.76,4.554,2.491,0.18,3.77,2.133,1.186,1.76,3.26,2.596,0.484,0.18,3.77,1.796,1.439,0.8,1.19,6.83,3.133,1.667,1.68,4.61,2.829,1.042,1.19,6.83,3.354,2.028,-0.525,8,8,9,11,17,19,-3,1,,1.92,8.13,6.062,1.348,37,41
article_041.txt,1170,2.79,7.3,5.817,1.793,0.02,2.8,1.893,0.997,1.95,2.8,2.407,0.352,0.02,1.71,0.865,1.195,1.542,1.41,3.42,2.585,0.781,1.41,3.42,2.69,0.952,2.06,2.69,2.375,0.445,0.315,4,4,2,2,6,6,2,1,,1.92,8.18,6.441,1.17,30,35
article_042.txt,1071,0.74,7.97,4.873,2.663,0.22,3.76,2.381,1.05,1.86,3.47,2.557,0.527,0.22,3.76,2.175,1.49,0.382,1.69,6.6,3.691,1.491,1.69,6.6,3.339,1.7,2.57,5.59,4.102,1.219,-0.763,7,7,6,6,13,13,1,1,,0.97,8,5.729,1.677,37,47
article_043.txt,1225,0.73,8.16,4.372,2.518,0.14,3.77,2.187,1.144,0.7,3.66,2.173,1.156,0.14,3.77,2.2,1.196,-0.027,2.04,6.7,4.214,1.378,2.04,6.42,4.178,1.602,2.17,6.7,4.246,1.229,-0.068,7,9,9,10,16,19,-1,1,,1.92,8.28,6.131,1.468,44,58
article_044.txt,1268,0.69,8.07,4.669,2.595,0.07,3.81,2.363,0.961,0.7,3.57,2.427,0.939,0.07,3.81,2.295,1.025,0.132,1.81,6.67,4.258,1.704,1.81,6.42,3.868,1.587,1.97,6.67,4.683,1.8,-0.814,11,12,10,11,21,23,1,1,,1.92,7.9,6.048,1.509,39,41
article_045.txt,1377,0.76,8.45,6.371,2.387,0.07,3.95,2.756,1.178,0.44,3.95,2.892,1.042,0.07,3.74,2.212,1.692,0.679,1.69,8.03,4.502,1.923,1.69,8.03,4.809,1.986,1.97,4.32,3.272,1.087,1.537,15,16,4,4,19,20,12,1,,1.92,8,6.149,1.573,36,43
article_046.txt,1364,1.12,7.63,5.286,2.569,0.34,3.38,2.503,0.785,0.34,3.13,2.467,0.822,1.58,3.38,2.577,0.774,-0.11,1.19,6.53,3.267,1.299,1.68,5.11,3.169,0.907,1.19,6.53,3.463,1.963,-0.294,9,12,6,6,15,18,6,1,,1.92,8.57,6.14,1.559,35,40
article_047.txt,1103,0.54,8.27,4.926,2.795,0.14,3.96,2.556,1.106,0.47,3.77,2.456,0.863,0.14,3.96,2.711,1.437,-0.254,1.97,8.03,4.621,1.757,1.97,8.03,4.22,1.92,3,7.65,5.242,1.318,-1.022,14,17,7,11,21,28,6,1,,1.92,7.82,5.722,1.414,43,48
article_048.txt,1562,0.5,8.45,4.702,2.681,0.14,4,2.43,1.069,0.53,3.95,2.347,1.075,0.14,4,2.538,1.095,-0.191,1.19,7.53,4.044,1.752,1.55,4.96,3.386,1.342,1.19,7.53,4.905,1.898,-1.519,11,17,13,13,24,30,4,1,,1.92,8.57,6.169,1.439,48,53
article_049.txt,1043,0.76,7.81,3.35,2.479,0.06,3.74,2.463,1.068,0.18,3.31,2.078,1.125,0.06,3.74,2.64,1.037,-0.562,1.69,6.07,4.394,1.354,1.69,6.07,4.312,1.496,1.8,5.95,4.432,1.347,-0.121,6,6,11,13,17,19,-7,1,,1.1,8.57,5.605,1.716,43,50
article_050.txt,1083,0.88,7.8,4.394,2.602,0.22,3.63,2.442,0.775,1.76,3.3,2.515,0.608,0.22,3.63,2.379,0.913,0.136,1.19,7.46,4.03,1.699,1.68,6.72,3.741,1.527,1.19,7.46,4.281,1.849,-0.54,11,13,10,15,21,28,-2,1,,1.92,7.8,5.918,1.621,27,29
article_051.txt,1476,1.22,8.27,5.573,2.625,0.06,3.77,2.624,0.989,0.14,3.77,2.773,0.888,0.06,3.28,2.326,1.153,0.446,1.97,8.03,3.894,1.718,1.97,8.03,3.529,1.806,2.43,6.6,4.625,1.308,-1.097,12,22,10,11,22,33,11,1,,1.92,8.67,6.471,1.231,53,77
article_052.txt,1035,0.59,8.45,4.096,2.944,0.7,3.95,2.754,0.962,0.7,3.95,2.564,0.871,1.19,3.91,2.915,1.039,-0.351,1.19,7.66,4.443,2.185,1.68,7.41,3.761,1.847,1.19,7.66,5.021,2.35,-1.26,7,11,8,13,15,24,-2,1,,1.92,8.57,5.848,1.702,34,40
article_053.txt,3267,0.84,8.45,5.074,2.654,0.14,3.95,2.55,0.882,0.7,3.95,2.514,0.882,0.14,3.66,2.607,0.896,-0.093,0.93,6.88,3.912,1.577,0.93,6.42,3.55,1.612,1.93,6.88,4.506,1.348,-0.956,24,41,13,25,37,66,16,1,,1.77,8.67,5.683,1.551,98,129
article_054.txt,871,1.15,8.45,4.999,2.703,0.38,3.95,2.53,0.878,1.76,3.95,2.574,0.73,0.38,3.35,2.467,1.117,0.107,1.35,6.63,3.815,1.797,1.66,4.93,2.89,1.11,1.35,6.63,5.137,1.817,-2.247,8,10,6,7,14,17,3,1,,1.92,8.27,5.819,1.681,33,38
article_055.txt,1448,1.32,7.84,4.156,2.235,0.07,3.34,1.985,1.016,0.44,3.34,1.914,1.035,0.07,3.18,2.038,1.032,-0.123,1.19,6.63,3.249,1.784,1.68,6.42,3.327,1.814,1.19,6.63,3.191,1.818,0.135,7,12,10,16,17,28,-4,1,,1.92,7.93,6.065,1.374,36,40
article_056.txt,1129,0.85,8.45,4.557,2.857,0.22,3.95,2.613,1.015,1.64,3.95,2.79,0.807,0.22,3.65,2.45,1.186,0.34,1.35,6.66,4.428,1.373,2.52,5.97,3.838,0.978,1.35,6.66,4.968,1.494,-1.13,10,11,11,12,21,23,-1,1,,1.92,7.83,5.978,1.322,23,24
article_057.txt,1405,0.54,8.45,3.969,2.564,0.14,3.96,2.4,0.963,0.34,3.95,2.57,0.903,0.14,3.96,2.302,1.004,0.268,1.19,7.39,3.861,1.456,1.87,5.57,3.536,1.158,1.19,7.39,4.046,1.598,-0.51,11,12,17,21,28,33,-9,1,,1.92,7.77,6.045,1.453,46,60
article_058.txt,1036,0.59,6.68,3.583,2.755,1.57,3.91,2.666,0.834,1.57,2.18,1.924,0.252,2.26,3.91,3.285,0.576,-1.361,1.68,6.06,3.674,1.751,1.68,5.8,2.858,1.697,2.3,6.06,4.353,1.615,-1.495,5,5,6,6,11,11,-1,1,,1.92,8.12,5.837,1.517,22,24
article_059.txt,1034,1.29,7.79,4.802,2.399,0.79,3.29,2.133,0.924,0.82,3.29,2.232,0.922,0.79,3.21,2.014,1.021,0.218,1.8,6.97,3.665,1.588,1.84,5.04,3.522,1.306,1.8,6.97,3.836,2.027,-0.314,6,6,5,5,11,11,1,1,,1.92,8.57,6.255,1.43,31,36
article_060.txt,1433,1.04,8.45,5.97,2.373,0.22,3.95,2.594,0.928,0.7,3.95,2.869,0.727,0.22,3.46,1.927,1.077,0.942,1.19,7.31,4.173,2.02,1.41,7.31,4.088,1.922,1.19,6.93,4.379,2.393,-0.29,13,17,6,7,19,24,10,1,,1.92,7.78,5.414,1.363,41,47
article_061.txt,1512,0.38,8.44,5.046,2.26,0.18,4.12,1.907,1.279,0.18,3.94,1.992,1.236,0.22,4.12,1.769,1.401,0.223,1.19,7.07,3.8,1.688,1.58,7.07,3.656,1.779,1.19,5.3,4.029,1.595,-0.373,13,16,7,10,20,26,6,1,,1,8.46,6.192,1.567,38,43
article_062.txt,1046,0.7,7.48,3.098,1.985,0.06,3.8,1.968,1.398,0.14,2.98,0.736,1.075,0.06,3.8,2.737,0.96,-2.002,1.69,7.77,3.808,1.693,1.69,6.42,2.547,1.444,2.89,7.77,4.597,1.341,-2.05,5,10,13,16,18,26,-6,1,,1.92,7.6,5.783,1.322,31,38
article_063.txt,1705,1,7.85,4.606,2.577,1.38,3.5,2.464,0.616,1.75,3.35,2.408,0.524,1.38,3.5,2.527,0.722,-0.119,1.68,7.27,3.526,1.424,1.68,4.47,2.737,0.957,2.44,7.27,4.426,1.353,-1.689,10,16,13,14,23,30,2,1,,1.88,8.28,6.216,1.55,44,56
article_064.txt,1249,1.24,8.45,5.158,2.677,0.4,3.95,2.501,1.073,0.54,3.95,2.449,1.189,0.4,3.26,2.596,0.866,-0.148,1.41,8.03,5.124,1.742,1.41,8.03,5.161,2.019,2.8,6.49,5.056,1.164,0.105,17,20,10,11,27,31,9,1,,1.92,8.04,5.963,1.536,45,49
article_065.txt,1338,1.17,8.15,4.907,2.354,0.07,3.65,2.102,1.048,0.7,3.65,2.219,0.917,0.07,3.33,1.949,1.231,0.27,1.19,6.85,4.036,2.029,1.68,6.85,3.87,1.911,1.19,6.79,4.251,2.259,-0.381,12,13,9,10,21,23,3,1,,1.88,8.13,5.804,1.41,31,36
article_066.txt,1367,1.08,8.41,5.557,2.454,0.07,3.91,2.434,1.029,1.85,3.91,2.848,0.654,0.07,3.42,1.777,1.191,1.07,1.19,8.26,4.113,1.807,1.69,8.26,4.225,1.738,1.19,7.03,3.934,1.977,0.291,17,19,9,12,26,31,7,1,,1.92,8.81,6.004,1.5,43,55
article_067.txt,2080,1.32,8.22,5.16,2.557,1.1,3.72,2.464,0.815,1.1,3.72,2.789,0.781,1.58,3.18,2.051,0.681,0.738,1.19,5.97,3.034,1.519,1.81,5.97,3.471,1.412,1.19,4.79,2.479,1.53,0.992,11,14,5,11,16,25,3,1,,1.92,8.48,6.095,1.28,53,67
article_068.txt,1023,0.38,8.45,3.391,3.12,0.22,4.12,3.089,0.93,2.5,3.95,3.168,0.645,0.22,4.12,3.054,1.061,0.114,2.52,7.66,5.211,1.704,2.52,7.41,4.718,2.391,3.3,7.66,5.435,1.376,-0.717,4,5,11,11,15,16,-6,1,,1.92,7.28,5.643,1.451,26,28
article_069.txt,2296,0.59,7.92,4.715,2.418,0.06,3.91,2.234,0.871,1.76,3.42,2.449,0.491,0.06,3.91,2.019,1.106,0.43,1.19,7.84,3.958,2.107,1.68,7.84,4.157,2.132,1.19,7.72,3.758,2.123,0.398,14,18,15,18,29,36,0,1,,1.92,8.03,6.21,1.389,46,55
article_070.txt,1310,0.76,8.44,5.081,2.79,1.53,3.94,2.695,0.754,1.54,3.94,2.925,0.657,1.53,3.74,2.402,0.797,0.523,1.19,5.89,3.98,1.355,2.51,5.84,3.939,1.075,1.19,5.89,4.034,1.702,-0.095,10,14,9,11,19,25,3,1,,1.92,8.24,5.947,1.746,30,32
article_071.txt,1041,0.76,7.04,3.21,1.95,0.18,3.74,1.892,1.294,0.47,2.54,1.505,1.464,0.18,3.74,1.989,1.34,-0.484,1.97,6.79,3.147,1.476,1.97,2.27,2.12,0.212,2.11,6.79,3.404,1.555,-1.284,2,2,7,8,9,10,-6,1,,1.92,8.46,6.057,1.323,29,33
article_072.txt,981,0.38,8.44,3.833,3.334,0.7,4.12,3.199,0.903,0.7,3.94,2.813,1.071,1.81,4.12,3.515,0.622,-0.701,1.97,8.26,5.7,1.956,1.97,8.26,5.237,2.594,3.22,8,6.08,1.239,-0.843,8,9,10,11,18,20,-2,1,,0.73,8.15,5.826,1.803,35,43
article_073.txt,1019,0.76,8,3.663,2.674,0.14,3.74,2.637,0.781,2.09,3.5,2.589,0.449,0.14,3.74,2.663,0.925,-0.075,1.19,5,3.767,1.157,1.93,5,3.356,1.151,1.19,4.9,3.986,1.138,-0.63,6,8,8,15,14,23,-7,1,,1.92,7.73,5.977,1.363,24,30
article_074.txt,3196,0.5,8.45,4.643,2.814,0.14,4,2.618,0.983,0.7,3.95,2.665,0.827,0.14,4,2.567,1.141,0.098,1.19,6.59,3.995,1.454,1.68,6.42,3.709,1.432,1.19,6.59,4.302,1.44,-0.593,26,29,26,27,52,56,2,1,,1.92,8.46,6.031,1.459,87,111
article_075.txt,1546,0.97,7.79,5.005,2.351,0.34,3.53,2.076,1.098,0.34,3.29,2.293,1.139,0.38,3.53,1.796,1.059,0.498,1.35,6.42,4.214,1.501,1.68,6.42,4.416,1.458,1.35,6.37,3.956,1.632,0.46,8,9,7,7,15,16,2,1,,1.92,8.29,6.279,1.46,30,34
article_076.txt,1460,0.38,8.45,3.935,2.858,0.34,4.12,2.701,0.927,0.34,3.95,2.136,0.92,2.74,4.12,3.266,0.505,-1.13,1.87,8,4.195,1.58,1.87,5.48,3.235,1.082,3.44,8,5.155,1.431,-1.919,11,11,10,11,21,22,0,1,,1.92,8.13,6.104,1.297,40,51
article_077.txt,1750,0.74,8.45,4.001,3.105,0.18,3.95,2.758,1.272,0.43,3.95,2.71,1.39,0.18,3.76,2.791,1.294,-0.081,2.11,8.26,4.587,1.71,2.52,8.26,4.558,2.178,2.11,6.1,4.607,1.483,-0.049,5,5,7,7,12,12,-2,1,,1.92,8.28,6.18,1.473,30,36
article_078.txt,1483,0.8,8.44,4.877,2.657,0.14,3.94,2.445,0.959,0.7,3.94,2.565,0.918,0.14,3.7,2.298,1.043,0.267,1.19,6.42,4.147,1.308,2.52,6.42,4.323,1.265,1.19,6.16,3.932,1.403,0.391,10,11,9,9,19,20,2,1,,1.92,8.35,6.551,1.237,41,48
article_079.txt,1539,1.25,8.45,4.7,2.343,0.47,3.95,2.122,0.921,0.47,3.95,2.231,1.201,1.58,3.25,2.003,0.498,0.227,1.19,7.31,3.624,1.738,1.68,7.31,3.484,1.869,1.19,6.83,3.775,1.653,-0.291,11,13,10,12,21,25,1,1,,1.92,8.39,6.082,1.405,47,57
article_080.txt,1413,0.77,8.45,4.251,2.722,0.14,3.95,2.465,1.06,0.18,3.95,2.548,1.276,0.14,3.73,2.401,0.91,0.147,1.19,7.41,4.006,1.704,1.41,7.41,3.908,1.814,1.19,6.88,4.082,1.685,-0.174,9,10,10,13,19,23,-3,1,,1.92,8.57,6.181,1.526,48,51
article_081.txt,1086,0.72,8.41,4.971,2.693,1.13,3.91,2.489,0.921,1.13,3.91,2.467,0.937,1.62,3.78,2.523,0.983,-0.057,1.79,6.47,3.517,1.564,1.79,6,3.273,1.575,2.76,6.47,3.882,1.615,-0.608,6,9,5,6,11,15,3,1,,1.92,7.68,5.905,1.173,32,41
article_082.txt,1360,1.3,8.21,4.303,2.165,0.18,3.71,1.867,1.024,0.82,3.71,1.982,1.096,0.18,3.2,1.783,1.013,0.2,1.19,5.04,3.487,1.173,2.52,5.04,4.008,1.093,1.19,4.9,3.109,1.124,0.898,6,8,8,11,14,19,-3,1,,1.92,8.17,6.461,1.444,49,60
article_083.txt,1309,1.1,7.36,4.737,2.33,0.22,3.4,2.16,0.74,1.76,2.86,2.397,0.349,0.22,3.4,1.923,0.956,0.473,1.19,5.07,2.914,1.147,1.68,5.07,2.849,1.202,1.19,4.9,2.98,1.158,-0.131,8,9,8,9,16,18,0,1,,1.92,8.33,5.491,1.651,37,45
article_084.txt,2061,0.64,8.27,4.74,2.868,0.18,3.86,2.633,1.061,1.1,3.77,3.065,0.761,0.18,3.86,2.253,1.161,0.812,1.59,8.26,5.029,2.225,1.59,8.26,5.756,2.583,2.11,6.88,4.388,1.679,1.368,9,15,14,17,23,32,-2,1,,1.92,7.5,5.934,1.235,50,65
article_085.txt,1390,1.04,7.29,4.534,2.634,0.7,3.46,2.366,0.952,0.7,2.79,1.867,0.805,2.78,3.46,3.266,0.276,-1.399,1.79,6.9,4.22,1.902,1.79,6.42,3.661,1.933,2.89,6.9,5.226,1.521,-1.565,6,9,4,5,10,14,4,1,,1.32,7.73,5.727,1.569,63,84
article_086.txt,1494,1.03,8.07,3.401,2.6,0.82,3.57,2.599,0.886,0.82,3.57,2.625,1.298,1.07,3.47,2.589,0.757,0.036,1.93,7.92,4.789,1.757,1.97,5.04,4.112,1.436,1.93,7.92,5.059,1.868,-0.947,3,4,10,10,13,14,-6,1,,1.92,8.46,6.141,1.422,40,44
article_087.txt,1096,0.83,7.89,5.576,2.372,0.14,3.67,2.391,0.947,0.7,3.39,2.427,0.899,0.14,3.67,2.301,1.119,0.126,1.19,7.41,4.392,1.868,1.66,7.41,4.51,1.979,1.19,6.14,4.099,1.64,0.411,16,20,8,8,24,28,12,1,,1.92,8.35,5.767,1.558,29,31
article_088.txt,1486,1.12,8.28,3.772,2.708,0.7,3.78,2.684,0.69,0.7,3.78,2.323,0.708,1.57,3.38,2.947,0.556,-0.624,1.19,6.79,4.945,2.001,1.52,6.59,3.653,1.795,1.19,6.79,5.884,1.598,-2.231,12,16,6,22,18,38,-6,1,,1.92,7.77,5.852,1.352,35,45
article_089.txt,1071,1.21,7.64,4.929,2.337,0.22,3.29,2.077,0.935,2.02,3.14,2.506,0.564,0.22,3.29,1.648,1.091,0.858,2.17,6.24,3.874,1.418,2.17,3.89,3.032,0.68,2.8,6.24,4.716,1.513,-1.684,5,5,5,5,10,10,0,1,,1.92,7.7,5.368,1.583,24,28
article_090.txt,1526,0.59,7.3,3.223,2.559,0.18,3.91,2.657,0.895,2.06,2.8,2.484,0.328,0.18,3.91,2.724,1.04,-0.24,2.11,7.27,4.368,1.557,2.52,6.15,4.118,1.47,2.11,7.27,4.464,1.636,-0.346,4,5,11,13,15,18,-8,1,,1.92,8.57,5.801,1.485,43,45
article_091.txt,1182,0.38,8.07,4.299,2.52,0.06,4.12,2.181,1.19,0.47,3.57,2.277,1.049,0.06,4.12,2.108,1.326,0.169,1.68,7.24,4.235,1.745,1.68,6.1,3.758,1.866,2.56,7.24,4.602,1.624,-0.844,10,10,13,13,23,23,-3,1,,1.92,8.28,6.033,1.634,37,38
article_092.txt,1750,0.76,8.21,4.004,2.759,0.22,3.74,2.576,1.024,1.93,3.71,2.748,0.586,0.22,3.74,2.471,1.218,0.277,1.35,6.9,4.335,1.492,2.52,6.07,3.781,1.2,1.35,6.9,4.672,1.575,-0.891,11,14,21,23,32,37,-9,1,,1.92,8.59,5.932,1.538,57,78
article_093.txt,1029,1.03,7.93,4.006,2.798,0.06,3.47,2.621,0.997,2.02,3.43,2.836,0.469,0.06,3.47,2.491,1.203,0.344,1.19,7.92,3.868,1.737,1.41,5.73,3.241,1.284,1.19,7.92,4.245,1.89,-1.004,10,12,11,20,21,32,-8,1,,1.92,8.35,5.961,1.432,46,60
article_094.txt,3302,0.92,8.41,4.403,2.627,0.7,3.91,2.489,0.776,0.7,3.91,2.53,0.915,1.46,3.58,2.452,0.642,0.078,1.19,8.03,4.515,1.787,1.68,8.03,4.496,1.805,1.19,7.72,4.532,1.802,-0.037,22,26,25,29,47,55,-3,1,,1.1,8.46,5.871,1.636,66,78
article_095.txt,3199,0.38,8.45,4.895,2.907,0.18,4.12,2.747,0.943,1.26,3.95,2.765,0.719,0.18,4.12,2.724,1.197,0.042,1.19,7.03,3.726,1.644,1.68,7.03,3.421,1.618,1.19,6.73,4.128,1.632,-0.707,18,25,16,19,34,44,6,1,,1.92,8.17,6.128,1.442,56,68
article_096.txt,996,0.54,8.21,3.701,2.925,0.22,3.96,2.852,0.825,1.76,3.71,2.777,0.701,0.22,3.96,2.895,0.917,-0.118,1.68,7.44,4.511,1.635,1.68,6.76,3.449,1.795,3.75,7.44,5.13,1.216,-1.681,7,7,11,12,18,19,-5,1,,1.92,7.65,6.214,1.353,24,24
article_097.txt,2384,0.54,7.84,3.343,2.166,0.14,3.96,2.183,1.07,0.47,3.34,1.652,1.109,0.14,3.96,2.421,0.988,-0.769,1.19,6.83,4.192,1.675,2.03,6.42,3.85,1.799,1.19,6.83,4.347,1.641,-0.497,8,9,19,20,27,29,-11,1,,1.29,8.35,6.374,1.456,73,111
article_098.txt,1619,0.59,7,3.304,2.159,0.06,3.91,2.093,1.268,1.86,2.5,2.167,0.277,0.06,3.91,2.073,1.424,0.093,1.19,6.13,3.975,1.549,1.55,4.93,2.888,1.315,1.19,6.13,4.258,1.502,-1.37,6,6,16,23,22,29,-17,1,,0.73,8.15,5.879,1.698,45,55
article_099.txt,1555,1.24,8.45,6.192,2.57,1.1,3.95,2.944,0.819,1.1,3.95,3.027,0.841,1.4,3.26,2.675,0.711,0.351,1.19,8.26,5.15,2.319,1.41,8.26,5.357,2.439,1.19,6.88,4.473,1.802,0.884,23,36,8,11,31,47,25,1,,1.92,8.07,6.355,1.261,41,54
article_100.txt,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,1.92,7.28,5.221,2.022,7,7
article_101.txt,1335,1.18,8.27,5.032,2.219,0.14,3.77,1.978,1.078,0.7,3.77,1.915,1.136,0.14,3.32,2.097,1.006,-0.182,1.19,8.03,4.764,2.007,1.83,8.03,5.118,2.009,1.19,6.34,4.092,1.92,1.026,11,19,9,10,20,29,9,1,,1.92,8.67,6.323,1.368,49,54
article_102.txt,1259,0.83,7.84,4.228,2.543,0.18,3.67,2.309,0.947,0.18,3.34,2.292,1.024,0.79,3.67,2.323,0.937,-0.03,1.41,6.72,4.002,1.757,1.41,6.72,3.204,1.905,1.8,6.26,4.64,1.411,-1.436,8,8,8,10,16,18,-2,1,,1.92,8.13,6.336,1.196,35,36
article_103.txt,991,0.59,8.11,4.349,2.743,0.7,3.91,2.506,0.922,0.7,3.61,2.355,0.98,1.29,3.91,2.656,0.9,-0.301,2.52,6.66,4.947,1.339,2.52,6.42,4.532,1.302,3.34,6.66,5.362,1.325,-0.83,7,8,8,8,15,16,0,1,,1.92,7.83,6.124,1.475,29,33
article_104.txt,1341,0.69,8.08,4.302,2.472,0.06,3.81,2.292,0.858,0.53,3.58,2.103,0.769,0.06,3.81,2.481,0.924,-0.379,1.55,6.42,3.701,1.466,1.55,6.42,3.349,1.662,2.07,5.82,4.052,1.191,-0.702,14,16,13,16,27,32,0,1,,1.92,8.35,5.998,1.533,34,37
article_105.txt,1365,1.12,8.45,4.186,2.47,0.07,3.95,2.223,1.037,0.14,3.95,2.576,1.189,0.07,3.38,2.015,0.91,0.561,1.19,6.24,3.254,1.384,1.68,5.41,2.89,1.244,1.19,6.24,3.468,1.453,-0.578,7,10,13,17,20,27,-7,1,,1.92,8.57,6.382,1.283,49,54
article_106.txt,1218,1.63,7.97,6.131,1.868,0.38,3.47,2.278,0.891,1.57,3.47,2.606,0.535,0.38,2.87,1.295,1.095,1.311,1.35,5.8,3.643,1.22,2.29,5.8,3.666,1.188,1.35,4.57,3.575,1.502,0.091,9,12,4,4,13,16,8,1,,1.24,8.46,6.184,1.743,23,26
article_107.txt,1313,0.59,7.43,3.739,2.119,0.14,3.91,1.903,1.103,0.7,2.93,1.998,0.995,0.14,3.91,1.865,1.192,0.132,1.19,6.42,3.77,1.51,2.63,6.42,3.77,1.777,1.19,5.85,3.77,1.496,0,4,4,9,10,13,14,-6,1,,1,7.8,5.724,1.542,35,44
article_108.txt,2012,0.67,8.07,4.388,2.744,0.18,3.83,2.559,0.905,0.82,3.57,2.386,0.682,0.18,3.83,2.742,1.081,-0.355,1.19,7.12,4.076,1.682,1.68,6.58,3.651,1.508,1.19,7.12,4.523,1.778,-0.871,16,20,18,19,34,39,1,1,,1.92,8.15,5.958,1.451,42,52
article_109.txt,1065,0.76,7,3.345,2.238,0.82,3.74,2.275,0.919,0.82,2.5,1.82,0.828,1.58,3.74,2.478,0.928,-0.658,1.19,7.03,3.703,1.676,2.52,5.04,3.25,1.208,1.19,7.03,3.904,1.875,-0.654,3,4,8,9,11,13,-5,1,,0.73,8.57,6.04,1.397,50,60
article_110.txt,1078,1.76,8.16,6.443,1.93,0.47,3.66,2.54,0.967,0.47,3.66,2.689,0.953,0.98,2.74,1.79,0.723,0.899,1.55,7.84,4.74,1.707,1.55,7.84,4.989,1.746,2.44,4.23,3.498,0.754,1.491,17,20,3,4,20,24,16,1,,1.92,8.03,5.744,1.323,36,46
article_111.txt,1600,0.86,7.92,4.072,2.622,0.09,3.64,2.505,0.784,1.85,3.42,2.401,0.533,0.09,3.64,2.583,0.938,-0.182,1.66,7.84,3.52,1.366,1.66,7.84,3.018,1.675,2.43,5.07,3.903,0.949,-0.885,11,16,14,21,25,37,-5,1,,1.92,8.03,6.042,1.254,37,46
article_112.txt,1453,1.19,7.93,4.915,2.572,0.66,3.43,2.414,0.832,0.66,3.43,2.393,0.925,1.14,3.31,2.443,0.728,-0.05,1.68,7.07,4.466,1.858,1.68,7.07,3.942,1.827,2.59,6.86,5.223,1.721,-1.282,13,13,8,9,21,22,4,1,,1.92,8.24,5.827,1.467,34,41
article_113.txt,1090,0.72,7.84,3.741,3.148,1.1,3.78,3.034,0.841,2.5,3.34,3.033,0.335,1.1,3.78,3.034,1.057,-0.001,2.52,7.77,5.566,1.624,2.52,6.97,4.518,1.825,3.51,7.77,6.195,1.172,-1.677,6,6,7,10,13,16,-4,1,,1.92,8.48,5.983,1.562,32,33
article_114.txt,2963,0.85,8.07,5.169,2.412,0.09,3.65,2.312,0.889,1.14,3.57,2.528,0.606,0.09,3.65,2.002,1.136,0.525,1.52,7.65,4.248,1.474,1.52,6.97,3.817,1.382,2.18,7.65,4.867,1.416,-1.051,18,23,14,16,32,39,7,1,,0.59,8.67,5.915,1.635,97,139
article_115.txt,1445,2.29,7.44,5.954,1.831,0.14,2.94,2.185,0.783,1.93,2.94,2.529,0.315,0.14,2.21,1.325,0.966,1.204,1.87,5.55,2.938,1.236,1.87,5.55,2.619,1.118,2.11,5.24,3.735,1.242,-1.116,8,15,6,6,14,21,9,1,,1.92,7.8,6.237,1.374,35,38
