filename,wordcount,valence_min,valence_max,valence_avg,valence_std,extremity_min,extremity_max,extremity_avg,extremity_std,extremity_min_pos,extremity_max_pos,extremity_avg_pos,extremity_std_pos,extremity_min_neg,extremity_max_neg,extremity_avg_neg,extremity_std_neg,extremity_PosMinNeg,emotionality_min,emotionality_max,emotionality_avg,emotionality_std,emotionality_min_pos,emotionality_max_pos,emotionality_avg_pos,emotionality_std_pos,emotionality_min_neg,emotionality_max_neg,emotionality_avg_neg,emotionality_std_neg,emotionality_PosMinNeg,count_unique_evaluative_pos,count_total_evaluative_pos,count_unique_evaluative_neg,count_total_evaluative_neg,count_unique_evaluative,count_total_evaluative,count_evaluative_PosMinNeg,ambivalent,pos_dichotomous,certainty_min,certainty_max,certainty_avg,certainty_std,count_unique_certainty,count_total_certainty
article_116.txt,1168,0.54,8.44,6.042,2.652,0.14,3.96,2.879,0.973,0.54,3.94,2.975,0.886,0.14,3.96,2.6,1.206,0.375,2.8,8.26,5.791,1.459,3.13,8.26,6.037,1.355,2.8,7.72,5.078,1.592,0.96,22,26,7,9,29,35,17,1,,1.77,7.7,5.638,1.631,36,42
article_117.txt,1436,0.54,7,3.49,2.654,0.07,3.96,2.626,0.917,1.57,2.5,2.193,0.369,0.07,3.96,2.878,1.055,-0.685,1.19,5.86,4.276,1.502,1.66,5.8,3.831,1.573,1.19,5.86,4.535,1.464,-0.704,5,7,10,12,15,19,-5,1,,0.97,8.35,5.689,1.675,49,58
article_118.txt,1014,1.17,8.07,4.983,2.722,0.24,3.57,2.453,0.992,1.86,3.57,2.447,0.671,0.24,3.33,2.462,1.485,-0.016,1.55,6.63,3.834,1.823,1.55,6.15,3.172,1.852,3.17,6.63,4.828,1.433,-1.656,6,6,4,4,10,10,2,1,,1.92,8.15,6.125,1.376,30,33
article_119.txt,1296,1.1,7.32,4.434,2.228,0.38,3.4,1.912,0.95,0.86,2.82,2.107,0.877,0.38,3.4,1.756,1.076,0.352,1.19,4.9,3.133,1.241,2.76,4.3,3.492,0.694,1.19,4.9,2.846,1.577,0.646,4,4,5,5,9,9,-1,1,,1.92,7.78,6.005,1.354,32,42
article_120.txt,1100,0.97,7.9,4.061,2.434,1.53,3.53,2.301,0.751,1.86,3.4,2.445,0.652,1.53,3.53,2.213,0.819,0.232,1.19,6.89,3.055,1.612,1.66,4.6,2.665,1.153,1.19,6.89,3.295,1.842,-0.63,5,8,8,13,13,21,-5,1,,1.92,7.83,5.73,1.525,44,48
article_121.txt,1059,0.54,7.31,3.973,2.439,0.7,3.96,2.285,0.825,0.7,2.81,2.009,0.807,1.58,3.96,2.5,0.817,-0.491,1.19,6.42,3.959,1.608,1.66,6.42,3.626,1.737,1.19,5.92,4.218,1.554,-0.592,7,7,9,9,16,16,-2,1,,1.92,7.56,5.65,1.352,30,35
article_122.txt,1698,0.76,8.27,5.242,2.621,0.14,3.77,2.518,0.962,0.7,3.77,2.445,0.732,0.14,3.74,2.665,1.334,-0.22,1.68,8.03,4.471,1.993,1.68,8.03,3.924,2.17,3.9,7.07,5.565,0.908,-1.642,15,26,11,13,26,39,13,1,,1.33,8.24,5.637,1.693,54,65
article_123.txt,1084,0.67,8.27,3.834,2.895,0.7,3.83,2.68,1.038,0.7,3.77,2.182,1.211,1.8,3.83,3.107,0.688,-0.925,1.68,8.03,4.808,2.19,1.68,8.03,4.182,2.629,2.67,8,5.346,1.761,-1.164,6,6,7,7,13,13,-1,1,,1.92,8.46,5.987,1.608,30,35
article_124.txt,1190,0.76,8.45,6.242,2.295,0.06,3.95,2.548,1.292,0.7,3.95,2.822,1.055,0.06,3.74,1.678,1.677,1.144,1.35,8.03,4.845,1.626,1.81,8.03,5.168,1.565,1.35,5.76,3.823,1.489,1.345,14,19,6,6,20,25,13,1,,1,7.93,5.839,1.611,38,48
article_125.txt,1451,0.5,8.41,4.912,2.5,0.38,4,2.172,1.21,0.69,3.91,2.106,1.141,0.38,4,2.282,1.423,-0.176,1.35,6.58,4.381,1.848,2.03,6.58,4.55,1.743,1.35,6,4.1,2.151,0.45,10,10,6,6,16,16,4,1,,1.92,8.28,6.217,1.543,24,31
article_126.txt,1286,0.67,8.44,4.417,2.901,1.58,3.94,2.732,0.679,1.91,3.94,2.649,0.704,1.58,3.83,2.816,0.69,-0.167,1.19,7.12,3.954,1.628,2.52,5.84,3.585,1.368,1.19,7.12,4.324,1.871,-0.739,7,8,7,8,14,16,0,1,,1.92,8.67,6.244,1.254,37,44
article_127.txt,992,0.72,7.89,4.891,2.606,0.47,3.78,2.376,0.985,0.47,3.39,2.151,1.029,1.58,3.78,2.788,0.818,-0.637,1.19,7.77,4.005,2.113,1.55,7.41,3.681,1.942,1.19,7.77,4.598,2.469,-0.917,11,11,6,6,17,17,5,1,,1.92,7.92,6.376,1.162,34,39
article_128.txt,2248,0.48,8.45,4.296,2.647,0.22,4.02,2.447,0.975,0.7,3.95,2.512,1.015,0.22,4.02,2.394,0.955,0.118,1.19,7.84,3.989,1.686,1.34,7.84,4.391,1.736,1.19,6.37,3.664,1.599,0.727,21,25,15,31,36,56,-6,1,,1.92,8.48,6.297,1.417,56,89
article_129.txt,2684,0.52,8.12,3.948,2.515,0.28,3.98,2.393,0.872,0.28,3.62,2.564,0.93,0.75,3.98,2.296,0.842,0.268,1.19,8.26,4.257,1.888,1.68,8.26,4.28,2.23,1.19,7.24,4.244,1.717,0.036,13,14,22,25,35,39,-11,1,,1.92,8.28,6.311,1.245,70,81
article_130.txt,1417,0.59,8.45,6.308,2.385,0.07,3.95,2.649,1.338,0.82,3.95,3.05,0.97,0.07,3.91,1.561,1.658,1.489,1.97,5.85,3.815,0.98,2.81,5.04,3.987,0.676,1.97,5.85,3.347,1.509,0.64,12,19,6,7,18,26,12,1,,1.92,8.48,6.083,1.304,38,49
article_131.txt,2348,0.84,8.45,5.267,2.163,0.07,3.95,2.004,1.091,0.34,3.95,2.006,1.151,0.07,3.66,2.001,0.976,0.004,1.19,8.03,3.703,2.058,1.58,8.03,4.039,2.156,1.19,5.89,2.951,1.638,1.089,18,38,10,17,28,55,21,1,,1.92,8.28,5.669,1.475,83,107
article_132.txt,1070,1.12,7.79,3.293,2.404,0.18,3.38,2.398,1.085,2.5,3.29,2.977,0.42,0.18,3.38,2.253,1.163,0.723,1.19,6.06,4.132,1.435,2.52,4.74,3.717,1.12,1.19,6.06,4.236,1.528,-0.519,3,3,10,12,13,15,-9,1,,1.92,7.92,5.578,1.488,38,44
article_133.txt,1574,0.83,7.84,4.637,2.444,0.22,3.67,2.246,0.896,0.74,3.34,2.523,0.758,0.22,3.67,1.998,0.956,0.525,1.19,5.95,3.327,1.314,1.34,5.7,3.494,1.186,1.19,5.95,3.178,1.434,0.316,12,17,9,19,21,36,-2,1,,1.92,8.28,5.87,1.326,46,50
article_134.txt,1442,0.76,8.44,4.603,2.637,0.38,3.94,2.426,0.905,1.76,3.94,2.758,0.772,0.38,3.74,2.145,0.943,0.613,1.19,6.9,3.906,1.824,1.66,6.76,3.863,1.658,1.19,6.9,3.942,2.02,-0.08,11,11,12,13,23,24,-2,1,,1.92,8.28,6.218,1.443,43,61
article_135.txt,1378,0.38,8.16,4.399,2.492,0.06,4.12,2.206,1.04,1.13,3.66,2.222,0.699,0.06,4.12,2.192,1.315,0.03,1.19,6.06,3.439,1.673,1.55,4.44,2.51,0.96,1.19,6.06,4.276,1.772,-1.766,8,9,8,10,16,19,-1,1,,1.92,8.15,5.897,1.332,53,61
article_136.txt,1337,0.7,8.45,5.284,2.59,0.18,3.95,2.399,1.135,0.18,3.95,2.486,1.237,1.53,3.8,2.24,1.008,0.246,1.19,8,3.358,1.702,1.34,6.03,3.271,1.36,1.19,8,3.517,2.351,-0.246,10,11,6,6,16,17,5,1,,1.92,8.28,5.704,1.506,38,49
article_137.txt,988,1.11,8.44,5.233,2.576,0.22,3.94,2.397,1.058,0.7,3.94,2.347,0.983,0.22,3.39,2.497,1.29,-0.149,2.17,6.77,4.517,1.472,2.17,6.77,4.183,1.574,3.66,6.1,5.185,1.057,-1.002,11,12,4,6,15,18,6,1,,1.88,8.67,5.661,1.672,35,41
article_138.txt,1467,0.59,7.84,4.67,2.916,1.46,3.91,2.753,0.714,1.46,3.34,2.392,0.579,2.83,3.91,3.321,0.518,-0.93,1.55,5.85,3.792,1.307,1.55,5.63,3.384,1.292,3.37,5.85,4.433,1.128,-1.049,9,11,4,7,13,18,4,1,,0.59,8.67,5.967,1.462,57,60
article_139.txt,2759,1.12,8.45,4.739,2.506,0.14,3.95,2.273,1.034,0.34,3.95,2.419,1.075,0.14,3.38,2.115,0.984,0.304,1.19,8.26,4.089,1.809,1.68,8.26,4.006,1.662,1.19,7.06,4.18,1.985,-0.174,16,27,18,25,34,52,2,1,,0.73,8.46,5.818,1.427,96,128
article_140.txt,1553,1.04,8.45,5.104,2.839,0.24,3.95,2.707,0.956,0.7,3.95,2.735,0.96,0.24,3.46,2.663,0.981,0.071,1.66,8.03,3.959,1.969,1.66,8.03,3.304,1.74,2.3,7.72,4.965,1.924,-1.661,13,23,13,15,26,38,8,1,,1.92,8.46,5.96,1.533,49,58
article_141.txt,1047,0.76,8.45,3.534,2.796,0.22,3.95,2.733,0.947,1.76,3.95,2.652,0.843,0.22,3.74,2.774,1.028,-0.122,1.68,6.23,4.421,1.294,1.68,5.78,3.892,1.798,3.11,6.23,4.686,0.942,-0.794,4,6,10,12,14,18,-6,1,,0.73,8.03,5.671,1.705,35,39
article_142.txt,1010,0.38,8.21,5.767,2.808,1.66,4.12,2.936,0.678,2.06,3.71,2.91,0.497,1.66,4.12,3.004,1.097,-0.094,2.24,7.66,4.7,1.518,2.24,6.7,4.374,1.341,2.8,7.66,5.548,1.776,-1.174,11,13,5,5,16,18,8,1,,1.88,7.92,5.351,2.099,18,20
article_143.txt,989,0.59,8.44,4.285,2.962,0.07,3.94,2.653,1.134,0.47,3.94,2.611,1.181,0.07,3.91,2.689,1.172,-0.077,1.97,7.51,4.329,1.851,2.27,4.1,3.099,0.762,1.97,7.51,5.405,1.875,-2.306,6,7,8,8,14,15,-1,1,,1.92,8.15,5.559,1.522,37,46
article_144.txt,1434,0.76,8.4,5.421,2.738,1.38,3.9,2.717,0.807,1.76,3.9,2.859,0.769,1.38,3.74,2.47,0.862,0.389,1.68,7.24,4.562,1.77,1.68,6.59,3.912,1.742,4.11,7.24,5.7,1.2,-1.788,10,14,7,8,17,22,6,1,,1.92,7.6,6.018,1.451,31,33
article_145.txt,2033,0.38,8.27,5.018,3.014,0.09,4.12,2.838,0.994,0.98,3.77,2.727,0.77,0.09,4.12,3.016,1.305,-0.289,1.41,8.03,4.521,1.746,1.41,8.03,4.371,1.86,2.03,6.59,4.761,1.613,-0.39,14,16,9,10,23,26,6,1,,1.92,8.13,6.482,1.367,37,45
article_146.txt,1288,1.12,8.45,5.03,2.45,0.09,3.95,2.186,1.104,1.46,3.95,2.309,0.893,0.09,3.38,2.011,1.412,0.298,1.68,6.79,3.364,1.606,1.68,4.07,2.445,0.944,2.73,6.79,4.676,1.458,-2.231,7,10,7,7,14,17,3,1,,1.92,8.35,6.35,1.666,31,37
article_147.txt,1207,1.3,7.79,4.707,2.879,0.7,3.29,2.636,0.832,0.7,3.29,2.607,0.985,1.74,3.2,2.672,0.718,-0.065,2.03,6.42,4.474,1.153,4.48,6.42,5.062,0.694,2.03,5.44,3.768,1.257,1.294,5,6,5,5,10,11,1,1,,0.73,8.17,5.274,1.763,40,52
article_148.txt,1042,1.32,8.44,4.687,2.971,1.14,3.94,2.747,0.749,1.14,3.94,2.69,0.976,2.07,3.18,2.816,0.446,-0.126,3.11,7.24,5.092,1.271,3.78,5.84,4.805,0.945,3.11,7.24,5.436,1.629,-0.631,5,6,5,5,10,11,1,1,,1.92,8.28,6.223,1.38,31,41
article_149.txt,2144,0.77,8.45,6.97,1.763,0.34,3.95,2.899,0.873,0.34,3.95,2.88,0.89,2.5,3.73,3.173,0.623,-0.294,1.69,8.26,4.994,1.908,1.69,8.26,5.006,1.942,3,6.23,4.83,1.657,0.176,31,42,3,3,34,45,39,1,,1.92,8.13,6.262,1.359,48,65
article_150.txt,1239,1.18,7.33,3.617,2.245,0.47,3.32,2.146,0.861,0.47,2.83,1.893,1.253,1.5,3.32,2.272,0.707,-0.378,2.03,6.34,3.628,1.41,2.27,3.29,2.663,0.549,2.03,6.34,4.11,1.491,-1.447,3,3,6,6,9,9,-3,1,,1.92,7.83,6.213,1.211,27,32
article_151.txt,1522,0.54,8.07,3.804,2.699,0.06,3.96,2.596,0.932,0.7,3.57,2.236,0.74,0.06,3.96,2.862,0.983,-0.626,2.11,7.03,5.326,1.546,2.4,6.42,5.262,1.368,2.11,7.03,5.374,1.694,-0.112,9,17,13,23,22,40,-6,1,,1.92,8.28,6.328,1.311,41,43
article_152.txt,1090,0.76,8.45,4.661,2.552,0.22,3.95,2.26,1.084,1.13,3.95,2.543,0.736,0.22,3.74,2.004,1.307,0.539,1.79,5.8,3.994,0.863,1.79,5.8,3.814,0.983,2.44,4.79,4.157,0.748,-0.343,5,10,8,11,13,21,-1,1,,1.92,7.8,6.164,1.686,16,19
article_153.txt,1101,1.5,8.44,5.959,2.173,0.7,3.94,2.361,1.024,0.7,3.94,2.547,1.033,0.89,3,1.802,0.877,0.744,1.34,8.26,3.802,2.384,1.52,8.26,3.968,2.536,1.34,6.27,3.302,2.095,0.666,11,12,3,4,14,16,8,1,,1.92,8.57,6.447,1.332,24,24
article_154.txt,1054,0.52,7.1,4.277,2.541,0.14,3.98,2.258,0.993,1.34,2.6,2.205,0.5,0.14,3.98,2.304,1.326,-0.099,1.66,5.81,3.492,1.391,1.66,4.93,2.785,1.11,2.03,5.81,4.097,1.384,-1.312,5,6,7,7,12,13,-1,1,,1.92,8.07,5.759,1.697,24,30
article_155.txt,1159,0.63,8.45,4.356,2.86,0.7,3.95,2.611,0.965,0.7,3.95,2.819,1.115,1.58,3.87,2.449,0.865,0.37,1.19,6.42,4.208,1.428,2.52,6.42,4.507,1.253,1.19,6.34,3.976,1.583,0.532,6,7,8,9,14,16,-2,1,,1.92,7.78,5.755,1.647,37,39
article_156.txt,1059,1.1,8.07,3.775,2.722,0.07,3.57,2.628,0.876,1.24,3.57,2.642,0.715,0.07,3.4,2.619,0.978,0.023,1.19,5.6,3.973,1.49,1.97,5.22,4.031,1.186,1.19,5.6,3.94,1.672,0.091,8,9,9,16,17,25,-7,1,,1.92,8,6.143,1.291,31,40
article_157.txt,1106,0.5,8.07,3.701,2.308,0.14,4,2.004,1.301,0.7,3.57,2.107,1.231,0.14,4,1.962,1.39,0.146,1.58,7.34,4.856,1.877,1.58,6.42,3.85,2.435,2.8,7.34,5.259,1.576,-1.409,4,4,7,10,11,14,-6,1,,1.92,8.48,5.624,1.611,31,34
article_158.txt,1840,0.48,8.45,3.909,2.826,0.7,4.02,2.698,0.949,0.7,3.95,2.634,0.918,0.87,4.02,2.74,0.984,-0.106,1.19,7.53,4.466,1.713,1.41,7.41,4.102,1.878,1.19,7.53,4.708,1.584,-0.606,16,18,24,27,40,45,-9,1,,1.46,8.07,5.447,1.466,59,91
article_159.txt,1132,0.59,8.44,3.886,3.09,1.13,3.94,2.916,0.92,1.13,3.94,2.466,0.878,1.58,3.91,3.31,0.808,-0.844,1.19,6.59,3.892,1.716,1.79,4.31,3.031,0.954,1.19,6.59,4.645,1.929,-1.614,7,7,6,8,13,15,-1,1,,1.92,8.46,6.455,1.135,34,47
article_160.txt,1019,0.52,8.45,5.068,2.61,0.47,3.98,2.461,0.873,0.47,3.95,2.213,0.794,1.58,3.98,2.997,0.854,-0.784,1.19,6.7,3.518,1.583,1.68,5.65,3.054,1.249,1.19,6.7,4.523,1.872,-1.469,11,13,6,6,17,19,7,1,,1.92,7.64,5.844,1.576,22,23
article_161.txt,1292,1.5,8.44,6.758,2.202,1.18,3.94,2.989,0.914,1.18,3.94,3.176,0.865,1.72,3,2.103,0.61,1.073,1.81,6.27,4.217,1.245,1.81,6.13,4.163,1.274,3.66,6.27,4.475,1.235,-0.312,13,19,3,4,16,23,15,1,,1.92,8.36,6.65,1.163,40,47
article_162.txt,1458,0.54,8.27,5.204,2.693,0.18,3.96,2.617,0.819,0.18,3.77,2.407,0.782,1.66,3.96,3.082,0.737,-0.675,1.68,8.03,4.479,1.901,1.68,8.03,3.81,1.684,2.8,7.51,5.964,1.522,-2.154,17,20,7,9,24,29,11,1,,1.92,8.67,6.006,1.421,40,46
article_163.txt,1274,0.38,8.36,4.58,3.123,1.38,4.12,2.94,0.868,1.57,3.86,2.905,0.686,1.38,4.12,2.979,1.062,-0.075,1.19,7.41,4.515,1.593,1.69,7.41,4.351,1.785,1.19,6.9,4.692,1.413,-0.342,13,13,11,12,24,25,1,1,,1.92,8.46,6.245,1.324,31,33
article_164.txt,1586,0.52,7.92,5.531,2.494,0.18,3.98,2.461,0.988,0.18,3.42,2.445,1.022,1.58,3.98,2.502,0.988,-0.057,1.19,7.84,3.523,2.087,1.52,7.84,3.473,2.171,1.19,6.06,3.648,2.05,-0.175,10,15,6,6,16,21,9,1,,1.1,8.38,5.952,1.582,43,57
article_165.txt,1007,0.38,7.32,2.628,2.153,0.18,4.12,2.553,1.219,2.5,2.82,2.607,0.185,0.18,4.12,2.545,1.311,0.062,1.19,5.95,4.157,1.503,2.52,3.14,2.727,0.358,1.19,5.95,4.371,1.494,-1.644,2,3,14,20,16,23,-17,1,,1.92,7.8,6.194,1.381,22,25
article_166.txt,1071,0.7,8.27,4.009,2.7,0.18,3.8,2.432,1.1,1.61,3.77,2.427,0.788,0.18,3.8,2.436,1.314,-0.009,1.34,8.03,4.297,2.442,1.34,8.03,3.108,2.494,2.11,8,5.089,2.188,-1.981,6,6,7,9,13,15,-3,1,,1.92,8.8,6.02,1.503,37,50
article_167.txt,1063,0.72,7.76,4.9,2.494,0.09,3.78,2.269,0.997,0.34,3.26,2.258,0.689,0.09,3.78,2.284,1.377,-0.027,1.97,5.77,3.26,1.116,1.97,5.77,2.978,1.169,2.31,5.23,3.666,0.95,-0.687,9,13,9,9,18,22,4,1,,1.92,8.23,6.456,1.325,31,35
article_168.txt,1074,0.7,7.63,4.346,2.619,0.82,3.8,2.427,0.757,0.82,3.13,2.131,0.718,1.62,3.8,2.766,0.696,-0.634,1.68,8,3.537,1.729,1.68,5.04,2.589,1.149,3.11,8,4.621,1.694,-2.033,7,8,6,7,13,15,1,1,,1.92,7.8,5.995,1.389,32,37
article_169.txt,1113,0.38,7,3.401,2.324,0.22,4.12,2.321,1.018,0.54,2.5,1.756,0.592,0.22,4.12,2.622,1.083,-0.866,1.96,6.63,4.015,1.52,1.96,5.83,2.869,1.223,2.8,6.63,4.626,1.316,-1.757,7,8,14,15,21,23,-7,1,,1.92,8.48,6.421,1.393,35,46
article_170.txt,1529,0.59,7.83,4.624,2.596,0.83,3.91,2.446,0.715,0.83,3.33,2.372,0.64,1.58,3.91,2.533,0.819,-0.16,1.19,6.27,3.637,1.516,1.68,6.13,3.432,1.468,1.19,6.27,3.88,1.607,-0.448,13,13,10,11,23,24,2,1,,1.92,8.38,6.364,1.167,36,46
article_171.txt,1329,1.12,7.88,3.482,2.335,0.38,3.38,2.349,0.901,1.64,3.38,2.411,0.672,0.38,3.38,2.325,0.989,0.086,1.19,6.89,3.599,1.687,2,6.68,3.705,1.847,1.19,6.89,3.558,1.669,0.147,6,8,15,21,21,29,-13,1,,0.59,8.09,5.736,1.635,44,58
article_172.txt,737,3.12,7.84,6.73,1.431,0.7,3.34,2.481,0.864,0.7,3.34,2.591,0.826,1.38,1.38,1.38,,1.211,1.69,6.42,4.311,1.572,1.69,6.42,4.331,1.656,4.11,4.11,4.11,,0.221,10,10,1,1,11,11,9,1,,1.92,7.68,5.663,1.564,12,15
article_173.txt,1246,1.32,8.22,5.699,2.383,0.14,3.72,2.4,1.069,0.47,3.72,2.518,0.92,0.14,3.18,2.103,1.435,0.415,1.35,7.84,4.189,2.061,1.83,7.84,4.089,2.147,1.35,7.06,4.437,1.993,-0.347,13,15,6,6,19,21,9,1,,1.92,7.92,5.806,1.38,25,30
article_174.txt,1320,1.3,8.07,6.321,2.405,1.66,3.57,2.896,0.596,2,3.57,2.948,0.541,1.66,3.2,2.687,0.889,0.262,2.66,6.97,4.543,1.213,2.66,6.97,4.539,1.204,2.8,5.44,4.56,1.524,-0.021,11,12,2,3,13,15,9,1,,0.59,7.68,5.787,1.736,33,40
article_175.txt,1187,1.63,7.32,3.797,2.252,0.38,2.87,2.095,0.949,0.43,2.82,2.086,0.961,0.38,2.87,2.1,0.995,-0.014,1.35,6.21,3.227,1.391,1.81,4.27,2.632,1.06,1.35,6.21,3.525,1.488,-0.893,4,5,7,10,11,15,-5,1,,1.92,7.78,5.835,1.439,35,40
article_176.txt,1458,1.3,8.41,5.183,2.482,0.38,3.91,2.303,0.99,0.54,3.91,2.488,0.955,0.38,3.2,2.025,1.062,0.463,1.35,6.47,3.925,1.504,2.52,5.83,3.862,1.377,1.35,6.47,4.018,1.812,-0.156,9,9,6,6,15,15,3,1,,1.92,7.69,6.102,1.282,44,55
article_177.txt,1124,0.48,8.45,5.11,2.844,0.38,4.02,2.627,1.119,0.82,3.95,3.236,0.905,0.38,4.02,2.017,0.996,1.219,1.35,5.84,3.491,1.059,2.38,5.84,4.039,1.065,1.35,4.45,2.944,0.747,1.095,9,11,7,11,16,22,0,1,,1.92,8.28,6.62,1.253,34,41
article_178.txt,1435,0.38,8.07,3.236,2.469,0.7,4.12,2.563,0.976,0.7,3.57,1.948,0.858,1.63,4.12,2.87,0.898,-0.922,2.52,6.42,4.122,1.273,2.52,6.42,3.977,1.753,2.73,5.41,4.194,1,-0.217,7,10,15,20,22,30,-10,1,,1.92,8.46,6.308,1.569,38,44
article_179.txt,2866,0.59,7.93,4.808,2.684,0.14,3.91,2.534,0.834,2.06,3.43,2.842,0.496,0.14,3.91,2.227,0.993,0.615,1.19,7.42,3.801,1.736,2.54,7.42,4.601,1.838,1.19,5.85,3.001,1.215,1.599,16,18,12,18,28,36,0,1,,1.92,8.46,6.401,1.294,62,80
article_180.txt,1426,1.12,8.45,5.171,2.48,0.18,3.95,2.262,1.128,0.66,3.95,2.595,1.079,0.18,3.38,1.83,1.091,0.765,1.19,6.88,3.226,1.764,1.77,6.77,3.334,1.433,1.19,6.88,3.085,2.198,0.249,11,13,6,10,17,23,3,1,,1.92,8.28,5.8,1.35,46,54
article_181.txt,6720,0.38,8.57,5.287,2.684,0.22,4.12,2.593,1.021,0.34,4.07,2.648,1.035,0.22,4.12,2.495,1.001,0.153,1.35,8.03,4.571,1.701,1.58,8.03,4.687,1.837,1.35,7.92,4.367,1.43,0.32,31,67,20,38,51,105,29,1,,1.92,8.67,6.032,1.261,153,320
article_182.txt,2038,1.11,8.22,5.13,2.55,0.18,3.72,2.438,0.875,1.57,3.72,2.707,0.633,0.18,3.39,2.086,1.038,0.621,1.19,8.26,3.996,1.934,1.58,8.26,3.859,1.957,1.19,7.24,4.175,1.968,-0.317,16,17,10,13,26,30,4,1,,1.92,8.24,6.182,1.295,65,84
article_183.txt,207,7.84,7.84,7.84,,3.34,3.34,3.34,,3.34,3.34,3.34,,,,,,3.34,5.63,5.63,5.63,,5.63,5.63,5.63,,,,,,5.63,1,2,0,0,1,2,2,0,1,1.92,7.28,5.467,3.072,3,3
article_184.txt,1532,0.64,8.45,4.632,2.831,0.02,3.95,2.543,1.179,0.44,3.95,2.674,1.092,0.02,3.86,2.411,1.276,0.263,1.35,8.26,4.939,2.046,2.52,8.26,5.154,2.013,1.35,7.65,4.724,2.111,0.43,16,19,17,19,33,38,0,1,,1.92,8.34,6.156,1.332,48,53
article_185.txt,1693,0.5,8.45,6.163,2.428,0.73,4,2.791,0.836,0.73,3.95,2.784,0.795,1.66,4,2.82,1.068,-0.036,1.55,8.26,4.732,1.689,1.55,8.26,4.669,1.797,2.8,6,4.985,1.26,-0.316,23,24,5,6,28,30,18,1,,1.92,7.77,6.355,1.268,31,39
article_186.txt,1040,1.11,7.4,4.201,2.382,0.18,3.39,2.127,0.96,1.96,2.9,2.285,0.367,0.18,3.39,2.022,1.224,0.263,2.11,6.1,3.61,1.184,2.52,5.11,3.132,0.981,2.11,6.1,3.929,1.252,-0.797,5,6,8,9,13,15,-3,1,,1.61,8.46,5.621,1.843,29,34
article_187.txt,1496,0.59,8.45,3.474,3.027,0.79,3.95,3.018,0.88,1.91,3.95,2.766,0.687,0.79,3.91,3.159,0.963,-0.394,2.57,7.72,5.388,1.508,2.57,6.76,4.47,1.347,2.8,7.72,5.904,1.372,-1.434,9,9,12,16,21,25,-7,1,,1.92,8.35,6.204,1.315,46,62
article_188.txt,1914,0.59,8.45,3.873,2.515,0.06,3.95,2.307,1.116,1.91,3.95,2.772,0.667,0.06,3.91,2.105,1.219,0.667,1.19,6.6,3.648,1.421,1.81,4.74,3.448,1.142,1.19,6.6,3.735,1.542,-0.287,8,10,19,23,27,33,-13,1,,1.29,8.67,6.27,1.435,40,47
article_189.txt,1676,0.38,8.36,6.016,3.101,1.98,4.12,3.302,0.712,1.98,3.86,3.097,0.675,3.81,4.12,4.018,0.146,-0.92,2.67,8.26,4.848,1.472,2.67,8.26,4.682,1.583,4.45,6.67,5.43,0.919,-0.748,10,14,3,4,13,18,10,1,,1.92,7.9,6.217,1.56,27,40
article_190.txt,1395,0.92,7.32,3.242,2.56,0.22,3.58,2.566,1.121,0.7,2.82,1.962,0.941,0.22,3.58,2.868,1.114,-0.907,2.52,6.42,4.052,1.169,2.52,6.42,4.095,1.604,2.8,6.21,4.03,0.97,0.065,5,6,7,12,12,18,-6,1,,1.92,8.35,5.984,1.573,40,45
article_191.txt,1389,0.59,8.41,4.348,2.779,0.07,3.91,2.523,1.021,1.76,3.91,2.636,0.8,0.07,3.91,2.432,1.204,0.204,1.68,6.27,3.688,1.584,1.68,5.81,3.189,1.682,1.97,6.27,4.096,1.447,-0.907,6,9,10,11,16,20,-2,1,,1.92,8.39,6.366,1.416,38,43
article_192.txt,1382,0.7,8.27,4.897,2.689,1.58,3.8,2.542,0.832,1.61,3.77,2.572,0.824,1.58,3.8,2.502,0.878,0.07,1.19,8.03,4.043,2.233,1.34,8.03,3.837,2.477,1.19,8,4.317,1.931,-0.479,11,16,10,12,21,28,4,1,,1.92,8.66,5.935,1.442,27,32
article_193.txt,1459,0.76,7.82,3.978,2.773,1.1,3.74,2.647,0.807,2.14,3.32,3.054,0.463,1.1,3.74,2.429,0.878,0.624,2.21,6.68,4.948,1.586,2.52,6.68,5.251,1.381,2.21,6.47,4.787,1.709,0.465,5,8,13,15,18,23,-7,1,,1.92,8.13,6.528,1.147,37,43
article_194.txt,1299,1.07,7.8,4.815,2.335,0.06,3.43,1.995,1.164,1.3,3.3,2.438,0.613,0.06,3.43,1.596,1.415,0.842,1.13,6.15,3.461,1.526,1.13,6.15,3.464,1.518,1.19,5.76,3.458,1.616,0.006,8,9,9,10,17,19,-1,1,,1.92,8.07,6.133,1.49,33,35
article_195.txt,1059,0.59,8.27,4.56,2.837,0.18,3.91,2.567,1.113,0.18,3.77,2.395,1.195,0.18,3.91,2.776,1.006,-0.381,1.69,8.03,5.306,1.7,1.69,8.03,5.722,1.83,2.3,6.86,4.801,1.43,0.922,9,17,11,14,20,31,3,1,,1.68,8.35,5.882,1.593,47,51
article_196.txt,1172,1.72,8.21,5.041,2.435,0.54,3.71,2.285,0.766,0.54,3.71,2.296,0.945,1.66,2.78,2.268,0.444,0.028,1.68,6.83,3.58,1.544,1.68,5.83,3.27,1.5,2.8,6.83,4.076,1.646,-0.806,6,8,5,5,11,13,3,1,,1.38,8.46,5.909,1.546,39,41
